,元大巴西指數基金,元大商品指數期貨基金,元大標普500單日反向1倍基金,元大華夏中小基金,元大新中國基金-人民幣,元大新中國基金-新台幣,元大滬深300單日正向2倍基金,元大中國平衡基金-新台幣,元大新中國基金-美元,元大標智滬深300基金,元大上證50基金,元大台灣50單日反向1倍基金,元大亞太成長基金,元大全球公用能源效率基金-配息型,元大大中華價值指數基金-人民幣,元大全球公用能源效率基金-不配息型,元大中國平衡基金-人民幣,元大全球新興市場精選組合基金,元大美元貨幣市場基金-新台幣,元大大中華價值指數基金-新台幣,元大台商收成基金,元大大中華TMT基金-人民幣,元大新興亞洲基金,元大大中華TMT基金-新台幣,元大大中華價值指數基金-美元,元大高科技基金,元大台灣高股息基金,元大中國機會債券基金-人民幣（A）不配息,元大中國機會債券基金-人民幣（B）配息,元大卓越基金,元大巴菲特基金,元大新興印尼機會債券基金-人民幣,元大人民幣貨幣市場基金-人民幣,元大美元貨幣市場基金-美元,元大萬泰貨幣市場基金,元大得利貨幣市場基金,元大得寶貨幣市場基金,元大印度指數基金,元大中國機會債券基金-新台幣,元大亞太政府公債指數基金（A）-不配息型,元大亞太政府公債指數基金（B）-配息型,元大台灣中型100基金,元大新興印尼機會債券基金-新台幣配息,元大新興印尼機會債券基金-新台幣不配息,元大印度基金,元大人民幣貨幣市場基金-新台幣,元大台灣金融基金,元大經貿基金,元大台灣電子科技基金,元大多福基金,元大新興印尼機會債券基金-美金,元大台灣加權股價指數基金,元大台灣卓越50基金,元大摩臺基金,元大滬深300單日反向1倍基金,元大全球ETF穩健組合基金,元大富櫃50基金,元大2001基金,元大標普高盛原油ER指數股票型期貨信託基金,元大店頭基金,元大全球股票入息基金-美元配息,元大黃金期貨基金,元大全球股票入息基金-新台幣不配息,元大全球ETF成長組合基金,元大全球不動產證券化基金-人民幣,元大多多基金,元大全球股票入息基金-新台幣配息,元大新主流基金,元大全球不動產證券化基金-美元,元大全球地產建設入息基金-配息型,元大全球不動產證券化基金（A）-不配息型,元大全球地產建設入息基金-不配息型,元大標普500基金,元大全球不動產證券化基金（B）-配息型,元大全球農業商機基金,元大台灣50單日正向2倍基金,元大印尼指數基金,元大標普500單日正向2倍基金
2017-12-08,5.989,4.993,14.2,8.96,12.38,11.68,18.84,14.33,12.052,19.02,32.59,13.53,10.17,6.56,13.14,8.57,3.17,13.79,9.2396,16.799,23.43,13.45,11.92,12.12,12.786,16.68,24.57,10.5277,9.8764,51.81,29.81,11.6079,11.1381,10.141,15.0582,16.2039,11.9472,9.97,9.7955,8.7285,7.3693,30.72,10.2102,11.2422,13.13,10.3924,16.1,35.22,35.08,52.99,11.175,23.948,80.89,37.45,14.34,14.51,14.31,63.99,17.52,8.14,9.953,7.4,10.43,10.36,12.56,18.75,9.62,23.58,12.23,6.45,12.92,8.13,23.83,9.16,16.45,33.7,9.523,31.09
2017-12-11,5.977,5.016,14.14,9.19,12.71,12.0,19.49,14.49,12.378,19.36,32.97,13.42,10.27,6.62,13.26,8.64,3.21,13.93,9.2416,16.948,23.73,13.72,12.06,12.37,12.899,16.91,24.77,10.5301,9.8646,52.54,30.2,11.6254,11.1411,10.1421,15.0587,16.2045,11.9476,10.051,9.8011,8.7487,7.3663,31.04,10.2291,11.263,13.22,10.3987,16.15,35.68,35.46,53.65,11.1945,24.117,81.32,37.7,14.09,14.56,14.65,64.63,17.71,8.23,9.952,7.38,10.47,10.37,12.54,18.92,9.62,23.73,12.212,6.44,12.9,8.12,23.92,9.14,16.49,34.2,9.556,31.33
2017-12-12,6.051,4.97,14.12,9.1,12.64,11.92,18.8,14.34,12.297,19.06,32.38,13.48,10.17,6.59,13.2,8.6,3.18,13.87,9.2419,16.86,23.58,13.6,11.94,12.24,12.832,16.81,24.71,10.5261,9.8609,52.63,30.22,11.5311,11.1422,10.1425,15.0588,16.2046,11.9477,9.943,9.7881,8.7454,7.3636,30.9,10.1311,11.2046,13.09,10.3898,16.13,35.67,35.28,53.37,11.0915,24.055,81.12,37.61,14.34,14.52,14.67,64.23,17.44,8.23,9.961,7.36,10.48,10.36,12.63,18.87,9.63,23.53,12.292,6.45,12.99,8.14,23.97,9.2,16.55,33.84,9.506,31.41
2017-12-13,5.973,4.954,14.12,9.16,12.71,12.02,19.23,14.47,12.398,19.25,32.66,13.46,10.21,6.68,13.31,8.73,3.2,13.93,9.2447,17.051,23.61,13.66,12.01,12.33,12.973,16.82,24.75,10.5276,9.8623,52.45,30.16,11.5607,11.1432,10.1428,15.059,16.2048,11.9478,9.921,9.8143,8.7767,7.3899,31.03,10.1828,11.2618,13.04,10.4171,16.23,35.63,35.26,53.49,11.1452,24.119,81.13,37.61,14.18,14.62,14.67,64.62,17.26,8.29,9.999,7.39,10.52,10.41,12.71,18.93,9.67,23.56,12.401,6.5,13.11,8.2,23.96,9.28,16.59,33.9,9.599,31.44
2017-12-14,5.872,4.982,14.19,9.12,12.67,11.98,19.01,14.5,12.367,19.12,32.43,13.36,10.19,6.71,13.33,8.76,3.2,13.94,9.2389,17.08,23.78,13.55,12.0,12.24,13.004,16.78,24.88,10.5201,9.8552,52.54,30.27,11.5324,11.1442,10.1432,15.0592,16.205,11.948,9.97,9.8102,8.7663,7.3811,31.22,10.1609,11.2376,13.07,10.4212,16.36,35.5,35.51,53.65,11.1286,24.278,81.85,37.91,14.25,14.56,14.6,64.65,17.41,8.29,9.949,7.45,10.46,10.36,12.76,18.93,9.61,23.54,12.454,6.54,13.15,8.25,23.85,9.31,16.51,34.46,9.701,31.13
2017-12-15,5.961,4.997,14.04,8.97,12.45,11.77,18.26,14.37,12.157,18.9,32.08,13.41,10.15,6.66,13.19,8.7,3.17,13.85,9.2349,16.895,23.66,13.39,11.93,12.08,12.869,16.75,24.67,10.5201,9.8552,52.1,30.04,11.5316,11.1452,10.1436,15.0594,16.2052,11.9481,10.07,9.806,8.7628,7.3781,31.1,10.1558,11.232,13.28,10.4176,16.25,35.37,35.31,53.34,11.1282,24.181,81.4,37.69,14.5,14.57,14.52,63.96,17.49,8.22,9.974,7.45,10.48,10.38,12.59,18.87,9.63,23.48,12.292,6.5,12.98,8.2,24.05,9.19,16.55,34.14,9.638,31.73
2017-12-18,6.008,5.012,13.98,8.94,12.45,11.77,18.53,14.43,12.146,18.89,32.14,13.39,10.24,6.64,13.26,8.68,3.19,13.9,9.2403,16.974,23.74,13.36,11.98,12.06,12.924,16.95,24.78,10.5247,9.8596,52.66,30.38,11.5458,11.1483,10.1447,15.0599,16.2058,11.9485,10.115,9.8097,8.7657,7.3806,31.22,10.1676,11.245,13.4,10.4198,16.26,35.8,35.24,53.78,11.136,24.215,81.27,37.66,14.41,14.65,14.59,64.43,17.45,8.22,10.114,7.48,10.64,10.46,12.66,18.95,9.77,23.71,12.354,6.51,13.05,8.21,24.17,9.24,16.62,34.18,9.666,32.02
2017-12-19,5.974,5.027,14.03,9.04,12.57,11.89,19.22,14.57,12.275,19.21,32.65,13.45,10.29,6.69,13.31,8.74,3.22,13.98,9.2357,17.04,23.54,13.51,12.07,12.2,12.98,16.94,24.74,10.521,9.8561,52.43,30.32,11.5405,11.1493,10.1451,15.06,16.206,11.9486,10.209,9.8067,8.7571,7.3734,31.24,10.1636,11.2405,13.6,10.4213,16.29,35.82,35.0,53.71,11.1375,24.101,80.82,37.48,14.17,14.57,14.58,64.42,17.55,8.22,10.097,7.48,10.61,10.43,12.6,18.92,9.75,23.71,12.307,6.47,12.99,8.16,24.09,9.2,16.57,33.85,9.695,31.77
2017-12-20,6.028,5.062,14.04,9.09,12.51,11.91,19.29,14.63,12.293,19.24,32.8,13.37,10.3,6.74,13.23,8.8,3.21,13.96,9.236,17.047,23.78,13.39,12.06,12.16,12.986,17.11,24.98,10.4936,9.8304,52.76,30.51,11.474,11.1503,10.1455,15.0602,16.2062,11.9488,10.221,9.8431,8.7722,7.3861,31.54,10.1689,11.2464,13.64,10.4882,16.29,36.24,35.19,54.09,11.1433,24.19,81.0,37.59,14.13,14.57,14.75,64.94,17.71,8.35,10.12,7.51,10.64,10.43,12.45,19.2,9.77,24.13,12.233,6.42,12.91,8.09,24.03,9.14,16.57,34.27,9.575,31.69
2017-12-21,6.14,5.085,14.01,9.25,12.73,12.11,19.7,14.73,12.506,19.51,33.04,13.38,10.32,6.76,13.28,8.83,3.23,14.0,9.2358,17.108,23.76,13.64,12.07,12.39,13.033,17.0,24.84,10.4978,9.8343,52.49,30.45,11.5228,11.1514,10.1459,15.0603,16.2064,11.9489,10.205,9.8442,8.7697,7.384,31.46,10.2093,11.291,13.63,10.4862,16.25,36.01,35.09,54.09,11.1883,24.158,80.87,37.53,13.99,14.62,14.72,64.85,17.8,8.33,10.135,7.52,10.65,10.45,12.43,19.21,9.79,24.05,12.207,6.43,12.89,8.12,24.11,9.12,16.64,34.13,9.73,31.85
2017-12-22,6.09,5.098,14.01,9.21,12.73,12.11,19.44,14.77,12.508,19.42,32.84,13.33,10.37,6.77,13.36,8.84,3.24,14.08,9.23,17.2,23.85,13.6,12.15,12.34,13.112,17.02,24.92,10.498,9.8346,52.57,30.45,11.5348,11.1524,10.1463,15.0605,16.2066,11.9491,10.253,9.8383,8.7752,7.3886,31.46,10.2135,11.2958,13.7,10.4806,16.33,36.11,35.3,53.92,11.2004,24.263,81.47,37.79,14.06,14.66,14.72,64.93,17.82,8.29,10.129,7.57,10.64,10.46,12.53,19.24,9.77,24.06,12.306,6.48,12.98,8.17,24.06,9.19,16.65,34.38,9.824,31.8
2017-12-25,,,,9.15,12.63,12.03,19.44,,12.434,,,13.34,10.37,,,,,,,,23.79,,12.15,,,16.94,24.93,,,52.45,30.44,,,,15.061,16.2071,11.9495,,,8.7788,7.3916,31.41,,,,,16.27,36.07,35.23,53.95,,24.231,81.36,37.76,14.07,,14.69,64.64,,8.3,,,,,12.51,19.19,,24.09,12.315,6.49,12.99,8.19,,9.2,,34.38,,
2017-12-26,6.167,,14.01,9.12,12.66,12.07,19.63,,12.484,,,13.48,10.34,,,,,,,,23.47,,12.11,,,16.53,24.69,,,51.53,29.93,,,,15.0611,16.2073,11.9496,10.281,,8.776,7.3893,30.9,,,13.73,,16.16,35.14,34.76,53.21,,23.992,80.66,37.38,14.01,14.64,14.29,63.39,18.28,8.12,10.128,7.62,10.63,10.48,12.52,18.84,9.77,23.42,12.347,6.51,13.01,8.21,24.05,9.21,16.7,33.67,,31.82
2017-12-27,6.19,5.183,14.02,8.92,12.44,11.83,18.71,14.66,12.237,19.23,32.49,13.41,10.34,6.77,13.35,8.84,3.22,14.07,9.2232,17.199,23.67,13.21,12.13,12.0,13.123,16.6,24.87,10.4962,9.8329,51.61,30.1,11.5201,11.1574,10.1483,15.0613,16.2075,11.9498,10.238,9.8427,8.7833,7.3954,31.18,10.2069,11.2884,13.63,10.4917,16.29,35.33,34.79,53.82,11.2036,24.145,80.93,37.51,14.31,14.67,14.35,63.79,18.18,8.17,10.149,7.64,10.65,10.49,12.6,18.93,9.78,23.71,12.401,6.52,13.07,8.22,24.07,9.25,16.72,33.99,9.919,31.78
2017-12-28,6.203,5.19,14.0,9.01,12.54,11.93,19.06,14.73,12.385,19.0,32.63,13.29,10.33,6.75,13.4,8.82,3.23,14.14,9.1928,17.266,23.98,13.33,12.17,12.11,13.219,16.91,25.01,10.483,9.8205,52.32,30.41,11.5071,11.1584,10.1487,15.0615,16.2077,11.9499,10.185,9.8343,8.784,7.396,31.56,10.1994,11.2801,13.6,10.4968,16.33,35.94,35.19,54.27,11.2329,24.3,81.53,37.83,14.14,14.67,14.68,64.64,18.23,8.32,10.179,7.63,10.64,10.48,12.52,19.21,9.78,24.1,12.363,6.5,12.99,8.2,23.97,9.19,16.68,34.56,9.986,31.73
2017-12-29,,5.21,14.04,9.06,12.56,11.99,19.01,14.89,12.435,19.25,32.69,13.2,10.38,6.82,13.45,8.9,3.26,14.18,9.1912,17.386,24.14,13.44,12.25,12.24,13.307,16.94,25.15,10.4713,9.8095,52.49,30.53,11.4643,11.1595,10.1491,15.0616,16.2079,11.95,10.303,9.8499,8.8073,7.4156,31.69,10.189,11.2687,13.74,10.5261,16.37,36.01,35.48,54.47,11.2185,24.475,82.3,38.16,14.14,14.7,14.7,64.66,18.4,8.33,10.156,7.7,10.62,10.49,12.51,19.18,9.76,24.09,12.385,6.52,13.01,8.23,23.82,9.21,16.66,35.05,10.005,31.48
2018-01-02,6.374,5.179,13.94,9.1,12.68,12.04,19.64,15.01,12.581,19.52,33.19,13.11,10.36,6.82,13.62,8.9,3.3,14.24,9.125,17.509,24.22,13.55,12.31,12.28,13.501,17.08,25.27,10.4771,9.8149,52.96,30.65,11.5426,11.1636,10.1508,15.0623,16.2087,11.9505,10.18,9.7991,8.7823,7.3946,31.91,10.2045,11.2858,13.57,10.4731,16.44,36.19,35.79,54.73,11.3189,24.633,82.83,38.41,13.77,14.71,14.66,65.0,18.37,8.41,10.246,7.7,10.64,10.45,,19.23,9.77,24.24,,,,,23.91,,16.71,35.53,9.982,31.8
2018-01-03,6.421,5.21,13.84,9.21,12.83,12.18,19.7,15.06,12.744,19.51,33.14,13.01,10.41,6.87,13.65,8.97,3.31,14.35,9.1167,17.542,24.28,13.71,12.39,12.42,13.539,17.57,25.44,10.4794,9.8171,53.61,30.99,11.5993,11.1647,10.1512,15.0625,16.2089,11.9507,10.185,9.8003,8.7835,7.3956,32.22,10.2535,11.34,13.63,10.473,16.6,36.99,36.17,55.41,11.3841,24.832,83.6,38.81,13.73,14.78,15.02,65.77,18.74,8.56,10.26,7.72,10.64,10.48,,19.53,9.78,24.94,,,,,24.02,,16.77,36.11,9.851,32.2
2018-01-04,6.477,5.218,13.78,9.29,12.94,12.29,19.83,15.13,12.862,19.75,33.3,12.95,10.52,6.94,13.72,9.06,3.33,14.44,9.114,17.635,24.31,13.79,12.42,12.5,13.616,17.86,25.56,10.4829,9.8204,54.32,31.41,11.6589,11.1658,10.1516,15.0627,16.2091,11.9508,10.252,9.8062,8.8016,7.4109,32.52,10.3091,11.4015,13.7,10.4767,16.64,37.59,36.39,56.1,11.4496,24.941,83.85,38.95,13.69,14.81,15.13,66.58,18.86,8.7,10.345,7.76,10.73,10.51,12.72,19.82,9.86,25.44,12.639,6.6,13.16,8.32,24.16,9.32,16.92,36.35,9.959,32.52
2018-01-05,6.506,5.164,13.68,9.2,12.87,12.22,19.97,15.11,12.819,19.62,33.4,12.93,10.56,6.95,13.73,9.08,3.32,14.46,9.0937,17.653,24.37,13.68,12.48,12.4,13.66,17.9,25.58,10.4762,9.8142,54.25,31.35,11.6726,11.1668,10.152,15.0628,16.2093,11.9509,10.324,9.7994,8.7982,7.408,32.63,10.3206,11.4142,13.86,10.4769,16.79,37.66,36.44,56.36,11.4884,25.019,84.02,39.03,13.63,14.85,15.16,66.73,18.69,8.72,10.402,7.77,10.76,10.51,12.79,19.89,9.89,25.58,12.74,6.63,13.24,8.36,24.25,9.37,16.95,36.51,10.039,32.93
2018-01-08,6.515,5.157,13.66,9.19,12.87,12.18,20.04,15.19,12.779,19.87,33.56,12.89,10.56,7.01,13.83,9.15,3.35,14.52,9.0948,17.729,24.33,13.62,12.55,12.31,13.719,17.74,25.71,10.4945,9.8313,53.73,31.13,11.7364,11.1699,10.1533,15.0633,16.2098,11.9513,10.366,9.7869,8.7768,7.3899,32.55,10.3457,11.4419,13.86,10.4483,16.97,37.28,36.4,56.18,11.5163,25.094,84.48,39.22,13.6,14.86,15.1,66.37,18.79,8.69,10.437,7.76,10.8,10.52,,19.73,9.92,25.38,,,,,24.33,,16.93,36.7,10.059,33.04
2018-01-09,6.456,5.194,13.63,9.26,13.01,12.25,20.59,15.22,12.841,19.95,33.71,12.9,10.61,6.99,13.94,9.13,3.38,14.51,9.0992,17.777,24.24,13.69,12.57,12.31,13.75,17.63,25.64,10.5168,9.8522,53.43,31.05,11.7878,11.171,10.1537,15.0635,16.21,11.9514,10.343,9.7555,8.7503,7.3677,32.48,10.3356,11.4308,13.82,10.3936,16.97,36.98,36.28,55.99,11.5001,25.103,84.55,39.23,13.43,14.85,14.91,65.96,19.14,8.67,10.446,7.7,10.81,10.52,13.12,19.58,9.93,25.28,12.953,6.74,13.47,8.5,24.37,9.54,16.99,36.75,10.004,33.18
2018-01-10,6.451,5.219,13.64,9.26,12.92,12.21,21.05,15.29,12.778,19.87,34.02,12.98,10.65,6.99,13.92,9.12,3.38,14.5,9.1196,17.815,24.04,13.57,12.52,12.25,13.749,17.26,25.51,10.5062,9.8282,52.62,30.66,11.6822,11.172,10.1541,15.0636,16.2102,11.9515,10.346,9.7844,8.7689,7.3633,32.16,10.2785,11.4174,13.77,10.4359,17.05,36.35,35.78,55.43,11.4163,24.896,83.8,38.84,13.31,14.84,14.71,65.04,19.31,8.61,10.402,7.75,10.83,10.53,13.32,19.19,9.91,24.78,13.183,6.8,13.72,8.58,24.38,9.72,16.88,36.23,10.015,33.15
2018-01-11,6.573,5.223,13.55,9.25,12.91,12.27,20.97,15.29,12.831,19.9,34.13,12.99,10.67,7.01,13.84,9.15,3.36,14.5,9.1212,17.802,24.02,13.5,12.51,12.24,13.737,17.35,25.57,10.4929,9.8158,52.8,30.76,11.6868,11.1731,10.1545,15.0638,16.2104,11.9516,10.389,9.822,8.8169,7.4036,32.21,10.3351,11.4802,13.86,10.4902,17.01,36.59,35.72,55.77,11.4777,24.865,83.51,38.74,13.33,14.91,14.77,65.68,19.39,8.6,10.482,7.73,10.91,10.58,13.33,19.2,9.99,24.8,13.257,6.84,13.8,8.63,24.56,9.77,16.97,36.11,10.1,33.61
2018-01-12,6.591,5.24,13.46,9.33,12.91,12.32,21.47,15.45,12.89,20.16,34.57,12.9,10.69,7.06,13.9,9.22,3.38,14.61,9.1201,17.963,24.22,13.5,12.64,12.3,13.864,17.41,25.65,10.4799,9.8036,53.23,30.91,11.6951,11.1741,10.1549,15.0639,16.2106,11.9517,10.431,9.8538,8.8362,7.4198,32.35,10.3888,11.5399,13.9,10.5383,17.06,36.62,36.09,55.94,11.5393,25.039,84.18,39.0,13.18,14.98,14.77,65.71,19.55,8.77,10.602,7.78,11.03,10.63,13.17,19.28,10.1,24.85,13.161,6.83,13.7,8.61,24.75,9.7,16.97,36.67,10.079,34.09
2018-01-15,6.589,,,9.24,12.75,12.2,21.81,15.32,12.793,20.13,34.99,12.8,10.67,6.97,13.84,9.11,3.34,14.61,,17.93,24.37,13.35,12.58,12.2,13.866,17.45,25.73,10.4635,9.7882,53.42,30.99,11.6605,11.1773,,15.0644,16.2111,11.9521,10.443,9.8655,8.8447,7.427,32.41,10.3867,11.5376,13.88,10.5704,17.26,36.69,36.38,56.24,11.5596,25.196,85.02,39.38,13.06,,14.88,66.0,19.55,8.94,,,,,13.26,19.43,,24.98,13.314,6.87,13.83,8.67,,9.79,,37.25,10.082,
2018-01-16,6.588,5.217,13.48,9.27,12.77,12.21,22.3,15.46,12.797,20.43,35.21,12.77,10.68,7.01,14.06,9.15,3.38,14.68,9.1076,18.203,24.44,13.29,12.63,12.14,14.07,17.48,25.89,10.4698,9.7942,53.13,30.78,11.6922,11.1784,10.1566,15.0646,16.2113,11.9523,10.326,9.866,8.8352,7.419,32.52,10.4092,11.5625,13.62,10.5655,17.28,36.76,36.54,56.34,11.5795,25.271,85.2,39.47,12.92,14.94,14.96,66.41,19.38,8.96,10.635,7.8,11.05,10.62,13.34,19.45,10.12,25.05,13.382,6.87,13.91,8.68,24.59,9.84,16.82,37.47,10.183,33.9
2018-01-17,6.705,5.236,13.38,9.19,12.59,12.05,22.21,15.39,12.628,20.37,35.37,12.76,10.66,7.01,14.08,9.15,3.36,14.68,9.1093,18.255,24.47,13.27,12.65,12.13,14.109,17.38,26.06,10.4617,9.7866,52.91,30.65,11.6524,11.1794,10.157,15.0648,16.2115,11.9524,10.451,9.8671,8.8235,7.4092,32.55,10.3828,11.5333,13.74,10.5759,17.28,36.63,36.61,56.23,11.5483,25.314,85.39,39.57,12.96,15.01,15.0,66.29,19.45,8.96,10.662,7.79,11.08,10.66,13.14,19.38,10.15,24.99,13.188,6.86,13.71,8.67,24.87,9.7,16.81,37.59,10.173,34.42
2018-01-18,6.727,5.244,13.41,9.21,12.62,12.1,22.59,15.48,12.674,20.53,35.71,12.67,10.66,7.05,14.19,9.2,3.37,14.75,9.1102,18.425,24.6,13.27,12.67,12.15,14.238,17.55,26.17,10.4549,9.7803,53.31,30.88,11.6328,11.1805,10.1574,15.0649,16.2117,11.9525,10.414,9.878,8.8263,7.4115,32.61,10.3835,11.534,13.59,10.5954,17.25,36.96,37.04,56.38,11.5482,25.454,86.33,39.99,12.83,15.0,15.08,66.44,19.44,9.0,10.664,7.74,11.08,10.64,13.02,19.55,10.15,25.16,13.088,6.81,13.61,8.6,24.8,9.63,16.8,38.21,10.199,34.23
2018-01-19,6.741,5.218,13.32,9.19,12.63,12.09,22.69,15.38,12.723,20.6,35.79,12.58,10.66,7.07,14.23,9.23,3.35,14.75,9.0699,18.458,24.84,13.26,12.7,12.12,14.328,17.69,26.18,10.4425,9.7686,53.56,31.0,11.6119,11.1816,10.1578,15.0651,16.2119,11.9526,10.44,9.8527,8.7971,7.387,32.66,10.3521,11.4992,13.68,10.5833,17.24,37.07,37.59,56.49,11.5649,25.628,87.44,40.45,12.77,15.0,15.01,66.56,19.26,9.03,10.733,7.78,11.11,10.62,13.08,19.69,10.17,25.34,13.194,6.82,13.65,8.61,24.77,9.66,16.97,39.01,10.16,34.51
2018-01-22,6.771,5.239,13.2,9.38,12.84,12.3,22.88,15.62,12.937,20.66,35.75,12.48,10.71,7.08,14.28,9.25,3.41,14.83,9.0717,18.521,25.03,13.46,12.78,12.31,14.376,18.08,26.41,10.4411,9.7674,54.1,31.27,11.5658,11.1847,10.1591,15.0656,16.2125,11.953,10.514,9.8489,8.7848,7.3767,33.04,10.3084,11.4506,13.75,10.5836,17.21,37.69,38.07,57.28,11.5153,25.822,88.23,40.85,12.68,15.06,15.3,67.11,19.33,9.15,10.814,7.78,11.19,10.69,13.11,19.96,10.25,25.83,13.224,6.85,13.69,8.65,24.84,9.68,17.11,39.66,10.127,35.03
2018-01-23,6.618,5.259,13.18,9.42,12.91,12.36,23.77,15.65,13.016,20.86,36.37,12.47,10.81,7.11,14.45,9.29,3.42,14.95,9.0627,18.725,24.91,13.45,12.96,12.29,14.549,17.88,26.34,10.4403,9.7666,53.78,31.11,11.5574,11.1858,10.1595,15.0658,16.2126,11.9532,10.634,9.8445,8.7804,7.373,32.88,10.2971,11.438,13.91,10.5807,17.14,37.23,38.2,57.27,11.5144,25.855,88.64,41.0,12.46,15.11,15.12,66.43,19.6,9.18,10.84,7.77,11.21,10.71,13.37,19.78,10.26,25.58,13.489,6.94,13.95,8.76,24.9,9.87,17.23,39.79,10.375,35.15
2018-01-24,7.032,5.325,13.17,9.39,12.83,12.33,23.65,15.63,13.031,20.95,36.41,12.59,10.76,7.18,14.39,9.37,3.4,14.94,9.0321,18.735,24.89,13.38,12.87,12.28,14.607,17.87,26.48,10.4097,9.738,53.73,31.19,11.5024,11.1869,10.1599,15.066,16.2128,11.9533,10.569,9.8584,8.7908,7.3817,32.97,10.2927,11.4332,13.74,10.6278,17.03,37.14,37.73,57.17,11.5488,25.636,87.22,40.42,12.48,15.11,15.11,66.49,19.94,9.27,10.833,7.87,11.16,10.71,13.51,19.86,10.22,25.74,13.74,7.03,14.16,8.88,24.87,10.02,17.21,38.87,10.33,35.17
2018-01-25,,5.308,13.16,9.3,12.76,12.21,22.87,15.47,13.003,20.84,36.29,12.56,10.68,7.19,14.28,9.38,3.38,14.83,8.9606,18.503,24.84,13.35,12.77,12.19,14.541,17.73,26.6,10.3981,9.7271,53.17,30.88,11.4634,11.1879,10.1603,15.0661,16.213,11.9534,10.482,9.7995,8.7232,7.3249,32.79,10.2079,11.339,13.63,10.5771,17.16,36.72,37.64,57.18,11.5455,25.67,87.49,40.49,12.63,14.97,14.89,66.03,19.9,9.16,10.795,7.9,11.03,10.62,13.38,19.66,10.1,25.47,13.651,6.95,13.95,8.78,24.77,9.87,17.08,39.09,10.189,35.11
2018-01-26,7.127,5.332,13.0,9.35,12.78,12.25,23.47,15.58,13.031,20.95,36.6,12.56,10.74,7.25,14.47,9.46,3.4,14.93,8.9708,18.774,24.78,13.3,12.91,12.16,14.738,17.63,26.69,10.3918,9.7212,53.25,30.93,11.4313,11.189,10.1608,15.0663,16.2132,11.9535,,9.8092,8.7472,7.3451,32.75,10.1956,11.3253,,10.5949,17.06,36.77,37.54,57.07,11.5188,25.64,87.19,40.36,12.48,15.08,14.88,65.75,20.09,9.12,10.898,7.81,11.15,10.69,13.35,19.62,10.21,25.33,13.623,6.98,13.94,8.82,25.08,9.86,17.26,39.05,10.279,35.94
2018-01-29,7.051,5.311,13.1,9.12,12.52,12.0,22.08,15.4,12.744,20.5,36.01,12.5,10.67,7.27,14.45,9.5,3.36,14.93,8.987,18.746,24.82,13.02,12.89,11.91,14.692,17.88,26.95,10.3915,9.721,53.53,31.02,11.3383,11.1921,10.162,15.0668,16.2138,11.954,10.523,9.8073,8.718,7.3206,32.9,10.111,11.2313,13.57,10.5961,17.13,37.21,37.86,57.62,11.404,25.819,85.67,39.85,12.82,15.0,15.02,66.18,19.92,9.2,10.902,7.75,11.17,10.62,13.26,19.92,10.23,25.68,13.508,6.93,13.85,8.75,24.97,9.8,17.2,39.43,10.207,35.44
2018-01-30,6.996,5.277,13.24,9.09,12.39,11.92,21.62,15.39,12.628,20.4,35.56,12.65,10.57,7.2,14.21,9.4,3.34,14.79,9.0151,18.519,24.61,12.92,12.71,11.87,14.468,17.62,26.53,10.3814,9.7115,52.76,30.55,11.2941,11.1932,10.1624,15.067,16.214,11.9541,10.445,9.8409,8.7242,7.3258,32.59,10.1158,11.2367,13.46,10.6438,16.96,36.68,37.33,56.73,11.3744,25.454,84.36,39.27,12.99,14.93,14.9,65.28,19.6,9.06,10.766,7.72,11.07,10.55,13.16,19.56,10.14,25.2,13.425,6.86,13.8,8.66,24.76,9.77,17.12,38.51,10.031,34.75
2018-01-31,6.996,5.273,13.23,9.18,12.55,12.1,22.36,15.47,12.851,20.47,36.1,12.62,10.5,7.19,14.24,9.39,3.35,14.82,8.9877,18.587,24.64,12.99,12.75,11.96,14.567,17.8,26.57,10.3637,9.6949,52.96,30.64,11.301,11.1943,10.1628,15.0672,16.2141,11.9542,10.374,9.8426,8.723,7.3248,32.7,10.1412,11.2649,13.38,10.6649,17.04,36.89,37.44,57.16,11.4382,25.518,84.6,39.39,12.78,14.93,15.05,65.63,19.67,9.15,10.736,7.8,11.0,10.54,12.95,19.71,10.08,25.45,13.275,6.8,13.61,8.58,24.69,9.63,16.97,38.62,10.065,34.74
2018-02-01,7.1,5.313,13.25,9.03,12.32,11.91,22.32,15.34,12.628,20.37,36.4,12.54,10.58,7.17,14.15,9.36,3.31,14.82,9.0048,18.53,24.63,12.83,12.68,11.84,14.494,17.83,26.44,10.357,9.6887,53.0,30.62,11.3095,11.1954,10.1632,15.0673,16.2143,11.9544,10.33,9.8672,8.7353,7.3351,32.7,10.1806,11.3086,13.35,10.6994,17.04,36.91,37.76,57.11,11.4602,25.657,85.3,39.68,12.8,14.89,14.98,65.68,20.0,9.07,10.777,7.88,11.07,10.54,12.95,19.67,10.13,25.37,13.292,6.82,13.65,8.61,24.73,9.66,16.93,39.16,10.084,34.68
